IBGE;MUNIC;UF;REG;CAPITAL;AMZ;IBRAM;IPS24;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC;ARRECADA;POBE23;POB23
1503408;Inhangapi;PA;NO;0;1;0;51,06;61,75;50,39;41,04;74,84;47,78;69,27;55,1;51,02;46,97;49,18;54,39;38,15;32,13;70,62;23,25;76518,94;19361,1;16987,32;49501,27;162368,62;174628,5;14541,47;8200443,95;5390;846
1503457;Ipixuna do Pará;PA;NO;0;1;1;50,47;62,67;49,9;38,82;56,98;79,7;67,68;46,34;50,53;45,5;58;45,58;18,45;24,92;73,23;38,69;83539,64;139060,65;89508,3;279771,03;591879,61;625212,97;9307,92;22982973;22000;1063
1503507;Irituia;PA;NO;0;1;0;49,3;60,86;52,14;34,9;69,48;54,22;65,77;53,97;52,56;47,74;55,22;53,03;30,27;27,29;75,43;6,62;60721,35;11029,18;53707;141564,03;267021,55;278005,93;8517,6;7685440,94;20981;1442
1503606;Itaituba;PA;NO;0;1;1;47,27;46,58;53,92;41,3;62,86;21,91;81,6;19,96;58,66;59,32;54,36;43,33;32,01;35,15;63,35;34,71;166185,7;753401,03;1316594,93;487245,56;2723427,22;3078558,25;30318,38;283688547,5;54863;4866
1503705;Itupiranga;PA;NO;0;1;0;48,98;57,29;50,49;39,17;71,96;30,92;79,66;46,62;46,56;48,19;62,93;44,26;53,23;26,33;55,17;21,94;396489,05;27777,39;143844,98;239735,66;807847,09;841955,86;15755,46;26988455,57;25293;3637
1503754;Jacareacanga;PA;NO;0;1;0;38,92;49,95;39,34;27,47;50,01;36,47;59,78;53,52;43,61;19,81;70,78;23,15;29,87;20,1;45,56;14,33;63183,86;290797,48;71739,48;183025,76;608746,58;625759,62;90011,45;29439829,48;14856;1031
1503804;Jacundá;PA;NO;0;1;0;51,08;58,2;56,79;38,24;65,83;31,07;82,98;52,91;54,67;62,87;50,18;59,43;43,28;39,67;43,46;26,55;68475,32;29734,71;211319,46;251218,46;560747,95;615694,79;10173,91;29709333,5;21554;840
1503903;Juruti;PA;NO;0;1;1;53,34;66,92;56,05;37,03;71,96;59,14;73;63,59;61,54;47,88;57,78;57;23,5;30,64;52,13;41,87;290459,47;467214,8;303356,22;322782,41;1383812,89;1451756,37;24211,68;30406986,05;21005;5857
1504000;Limoeiro do Ajuru;PA;NO;0;1;0;48,01;59,83;55,72;28,49;67,86;26,64;69,08;75,76;54,16;36,4;65,85;66,48;25,74;22,43;59,3;6,47;331383,48;5534,4;24270,02;137099,36;498287,26;503050,92;16981,77;14815153,17;21749;500
1504059;Mãe do Rio;PA;NO;0;1;0;48,21;48,91;57;38,73;59,85;41,33;84,08;10,37;59,98;58,77;51,23;58;36,27;27,64;70,8;20,19;31861,76;13178,5;121807,89;145853,9;312702,05;340310,64;11198,48;27109513,53;19267;1320
1504109;Magalhães Barata;PA;NO;0;1;0;51,69;68,72;56,28;30,08;69,8;68,97;74,95;61,16;51,69;54,54;62,06;56,81;25,99;28,79;52,73;12,8;36893,16;2916,43;13292,15;43080,6;96182,33;98431,99;11448,24;2460985,13;4190;485
1504208;Marabá;PA;NO;0;1;1;52,6;53,46;60,05;44,3;71,8;32,6;82,58;26,84;64,46;66,81;56,74;52,2;34,15;47,13;57,68;38,25;608868,83;6619846,18;3400749,47;1413552,65;12043017,13;13523145,28;47010,21;859229312,1;60847;29662
1504307;Maracanã;PA;NO;0;1;0;51,95;61,18;52,29;42,4;67,19;52,34;56,92;68,26;50,36;37,73;59,2;61,86;29,59;29,88;73,15;36,95;74588,79;9676,11;44500,21;153083,92;281849,03;289996,99;9810,78;4663920,12;21218;1273
1504406;Marapanim;PA;NO;0;1;0;49,98;57,54;55,6;36,82;70,73;54,85;67,86;36,7;45,8;57,92;60,65;58,01;24,26;30,74;76,05;16,24;52540,9;8467,22;53659,88;140920,18;255588,17;263656,85;9230,71;7399410,61;15777;1152
1504422;Marituba;PA;NO;0;1;0;56,03;60,49;63,19;44,42;67,04;44,26;88,23;42,42;64,99;66,22;55,67;65,88;42,28;34,49;80,2;20,73;2144,9;218180,34;1286912,29;615223,56;2122461,09;2578541,41;18986,11;279143489,2;55767;4362
1504455;Medicilândia;PA;NO;0;1;0;47,73;56,11;51,02;36,05;70,06;39,85;77,76;36,76;53,56;44,56;65,81;40,16;31,3;22,42;75,1;15,37;626710,31;40575,82;165176,77;144370,2;976833,1;1023971,63;31655,85;30828337,85;20303;445
1504505;Melgaço;PA;NO;0;1;0;44,53;48,34;49,96;35,28;62,18;26,25;29,34;75,6;37,6;19,93;73,1;69,21;20,27;22,01;86,26;12,57;31532,64;6086,03;22304,08;152593,19;212515,94;216854,88;7711,49;3584284,59;20705;1435
1504604;Mocajuba;PA;NO;0;1;0;48,2;49,01;56,11;39,48;61,12;38,36;71,03;25,53;52,36;54,08;58,98;59,01;17,34;28,11;80,79;31,68;184797,64;15087,07;61227,05;177501,91;438613,66;452081,94;14164,3;19443422,25;24295;1241
1504703;Moju;PA;NO;0;1;0;45,64;49,48;53,16;34,28;66,67;35,26;53,18;42,82;52,73;44,63;67,34;47,94;18,08;25,8;74,74;18,49;501316,95;105209,69;248730,63;388604,55;1243861,82;1348480,96;16005,52;104384638;51877;1514
1504752;Mojuí dos Campos;PA;NO;0;1;0;53,65;68,7;54,46;37,78;80,3;53,24;67,51;73,74;66,27;41,48;69,98;40,11;20,91;29,65;79,88;20,67;123924,35;16993,56;47713,82;88283,96;276915,69;288643,61;17727,77;9022919,84;11671;2466
1504802;Monte Alegre;PA;NO;0;1;1;50,7;59,06;52,55;40,48;69,58;28,04;72,12;66,5;59,1;47,14;58,53;45,42;17,44;49,8;69,84;24,84;295333,68;33815,91;167587,55;272830,7;769567,83;807340,06;13850,64;26765360,18;30862;8474
1504901;Muaná;PA;NO;0;1;0;53,13;66,95;56,67;35,78;69,4;52,89;71,43;74,09;52,22;42,94;64,73;66,79;28,97;20,5;81,9;11,73;102947,19;9212,38;41364,1;177086,56;330610,23;338763,85;8172,04;15120706,23;24399;1948
1504950;Nova Esperança do Piriá;PA;NO;0;1;0;46,97;53,67;49,49;37,75;75,92;39,16;62,43;37,16;49,89;43,88;58,5;45,72;39,36;24,66;62,88;24,09;179895,28;11856,37;47032,92;101738,55;340523,11;350841,53;16303,8;11289010,6;16448;659
1504976;Nova Ipixuna;PA;NO;0;1;0;45,83;58,37;51,59;27,53;76,02;42,71;77,88;36,88;48,41;50,63;62,09;45,23;21,13;16,98;43,79;28,23;59161;7797,74;35570,82;80003,03;182532,59;192605,5;11311,77;6018646,27;4706;1712
1505007;Nova Timboteua;PA;NO;0;1;0;53,06;56,44;57,79;44,94;78,76;51,26;73,03;22,71;57,06;58,45;60,14;55,52;44,25;30,64;83,82;21,04;28335,39;5208,66;36231,21;68447,45;138222,7;147490,96;9426,75;7601795,2;6483;514
1505031;Novo Progresso;PA;NO;0;1;0;46,97;56,09;46,26;38,56;73,38;57,88;84,96;8,15;57,22;48,65;58,13;21,04;23,67;27,43;74,65;28,48;232427,77;92457,05;367124,61;146475,6;838485,02;971539,11;37701,86;87760118,73;5889;4211
1505064;Novo Repartimento;PA;NO;0;1;0;50,19;50,67;48,16;51,75;72,54;18,99;65,46;45,67;55,43;44,85;58,63;33,73;72,3;28,58;80,8;25,33;399141,77;26054,29;253632,7;364349,35;1043178,12;1117033,95;14231,91;56541419,04;27097;5832
1505106;Óbidos;PA;NO;0;1;0;48,19;54,34;53,23;36,98;60,78;29,32;65,56;61,72;54,74;47,86;60,42;49,91;26,73;32,79;70,4;18,02;426321,31;106455,48;148004,56;248952,31;929733,66;965929,86;18408,13;50150160,44;30093;2919
1505205;Oeiras do Pará;PA;NO;0;1;0;44,17;46,26;49,24;37;54,65;30,96;35,21;64,24;38,37;38,51;61,71;58,38;28,02;20,97;85,41;13,61;192352,54;9163,87;42140,79;167552,58;411209,79;419076,52;12629,63;14129240,9;28401;832
1505304;Oriximiná;PA;NO;0;1;1;51,52;67,65;57,77;29,15;66,37;69,96;72,27;61,98;59,22;54,07;64,31;53,47;23,97;31,76;32,9;27,97;312023,3;949672,7;477469,12;411977,23;2151142,35;2278575,41;30413,04;212735362,3;34204;3347
1505403;Ourém;PA;NO;0;1;0;54,38;61,85;57,66;43,62;73,58;47,64;77,36;48,81;63,31;56,43;53,9;56,98;57,21;26,4;69,13;21,75;59918,38;16481,34;40563,31;73399,32;190362,35;200628,51;11097,32;8993465,97;11031;751
1505437;Ourilândia do Norte;PA;NO;0;1;1;50,39;57,48;57,14;36,54;50,61;83,34;85,66;10,32;53,28;62;62,13;51,14;24,02;28,38;69,45;24,31;95171,97;574426,12;230579,93;167997,85;1068175,88;1302429,28;38498,1;57410224,19;16004;1855
1505486;Pacajá;PA;NO;0;1;1;40,7;46,5;43,08;32,52;72,27;27,8;63,91;22;51,43;44,69;57,49;18,7;32,43;28,88;51,78;16,99;413224,88;28157,88;149731,24;232537,8;823651,8;867605,17;17666,57;25983095,05;28479;1474
1505494;Palestina do Pará;PA;NO;0;1;0;51,89;70,61;48,75;36,31;61,07;83,07;79,82;58,46;43,35;48,15;57,38;46,14;17,33;28,93;81,91;17,06;40875,03;2331,01;14845,96;37273,25;95325,25;98768,86;13038,79;2636245,84;4349;269
1505502;Paragominas;PA;NO;0;1;1;54,76;64,03;58,79;41,44;67,31;66,7;86,5;35,6;60,81;67,09;57,29;49,98;27,1;41,27;63,7;33,7;433732,69;1596136,91;1267572,06;559373,19;3856814,85;4280508,36;36952,54;548231021,8;23321;16704
1505536;Parauapebas;PA;NO;0;1;1;55,56;67,4;64,41;34,85;67,77;66,96;86,79;48,09;62,92;70,93;60,08;63,71;20,18;53,97;30,41;34,86;238182,77;40659673,7;5656071,73;1802751,51;48356679,71;49763039,61;227449,71;808044881,8;42791;27018
1505551;Pau D'Arco;PA;NO;0;1;0;47,82;60,2;47,58;35,68;63,43;57,13;74,57;45,68;46,03;48,83;54,13;41,34;18,1;24,77;74,72;25,14;56577,63;3676,1;14937,46;36388,85;111580,04;114869,82;21515,23;7570682,12;3517;434
1505601;Peixe-Boi;PA;NO;0;1;0;50,23;61,56;54,31;34,82;73,73;52,71;69,68;50,11;56,09;50,99;54,85;55,32;29,19;22,73;72,27;15,09;19299,57;2304,04;11433,99;37028,7;70066,3;72327,03;8946,94;6596378,82;3707;579
1505635;Piçarra;PA;NO;0;1;0;50,86;59,9;52,35;40,33;63,16;30,54;72,97;72,92;59,1;38,35;64,83;47,13;29,83;24,73;78,3;28,48;166604,94;12305,91;33534,18;68318,67;280763,71;292754,58;22561,23;8047574,68;4035;1670
1505650;Placas;PA;NO;0;1;0;45,67;58,19;46,59;32,22;68,84;23,08;81,14;59,69;69,22;38,35;65,03;13,78;19,37;24,31;69,17;16,03;111622,99;9843,96;50908,95;136909;309284,89;323262,68;10000,39;19121473;11987;501
1505700;Ponta de Pedras;PA;NO;0;1;0;53,2;62,13;57,82;39,67;66,04;43,5;74,4;64,57;60,18;44,56;62,83;63,68;19,08;27,57;84,93;27,07;69027,15;6216,11;46424,19;143606,74;265274,18;275229,86;8599,05;7537969,33;19650;847
1505809;Portel;PA;NO;0;1;0;42,23;47,63;42,5;36,56;71,16;22,19;45,3;51,86;38,02;34,63;62,18;35,18;42,94;13,82;65,32;24,14;466733,27;34412,11;102627,85;318990,7;922763,92;945733,13;14816,2;22058017,44;37520;4765
1505908;Porto de Moz;PA;NO;0;1;0;47,33;58,12;51,46;32,42;65,27;50,48;59,64;57,11;45,55;39,2;67,12;53,98;43,01;15,31;53,06;18,28;104945,17;10796,91;61399,33;213536,02;390677,43;404676,63;9531,67;33105272,2;25782;956
1506005;Prainha;PA;NO;0;1;0;49,48;64,39;45,92;38,12;74,65;39,12;78,03;65,78;57,25;27,92;64,05;34,46;25,2;33,67;75,61;17,99;219178,13;14027,2;47591,54;153224,36;434021,22;442969,47;14851,29;23298165,84;30176;1011
1506104;Primavera;PA;NO;0;1;0;55,02;64,16;57,18;43,72;72,98;49,2;67,31;67,15;57,76;61,09;62,76;47,13;51,75;26,67;78,96;17,48;5222,33;162585,96;33624,73;56921,9;258354,9;321726,05;29545,97;14829013,51;7094;403
1506112;Quatipuru;PA;NO;0;1;0;54,45;65,87;55,91;41,57;77,34;55,48;72,95;57,7;43,59;61,52;55,69;62,84;49,89;26,46;72,72;17,23;37132,45;3066,03;16689,73;60981,36;117869,58;120881,86;8763,36;3737724,61;7633;282
1506138;Redenção;PA;NO;0;1;0;50,71;54,28;60,52;37,33;59,9;39,91;87,22;30,1;61,01;71,17;52,9;57;21,82;37,13;61,15;29,22;200284,49;302593,25;1238361,12;393000,02;2134238,88;2552479,29;29567,91;280005162,5;18511;8070
1506161;Rio Maria;PA;NO;0;1;0;47,32;47,78;53,6;40,57;54,63;35,34;83,56;17,6;56,7;60,32;54,25;43,15;21,95;42,21;74,38;23,72;163334,63;122414,36;135016;90934,35;511699,34;601871,92;33055,36;28149949,08;4318;2060
1506187;Rondon do Pará;PA;NO;0;1;0;50,98;65,86;51,72;35,36;59,04;67,27;81,55;55,56;54,95;51,15;59,33;41,45;28,37;24,83;70,25;17,99;176744,67;41616,91;221510,93;230900,67;670773,18;734050,16;13787,05;50632985,51;12343;3096
1506195;Rurópolis;PA;NO;0;1;0;48,18;62,07;50,69;31,77;80,17;37,28;75,44;55,39;54,04;40,28;68,4;40,05;16,46;27,29;62,22;21,1;90007,64;66000,45;105360,25;202522,98;463891,32;496837,22;9468,44;18303597,69;13591;2054
1506203;Salinópolis;PA;NO;0;1;0;57,4;67,52;63,83;40,85;68,13;65,35;76,74;59,84;61,02;73,34;60,42;60,53;35,02;35,46;77,09;15,82;21407,63;58837,38;301418,58;185979,45;567643,04;641900,69;15593,74;54974431,38;14666;4897
1506302;Salvaterra;PA;NO;0;1;0;55,5;62,92;59,34;44,25;64,17;63,1;57,26;67,16;57,26;48,52;59,62;71,98;38,14;33,47;81,94;23,44;36072,6;9153,64;46037,05;110740,3;202003,59;210370,98;8624,59;4124095,92;15986;378
1506351;Santa Bárbara do Pará;PA;NO;0;1;0;55,65;61,54;62,95;42,47;72,52;68,74;76,48;28,43;64,93;63,26;62,89;60,71;31,77;33,34;75,94;28,83;12848,45;55646,9;44691,36;100335,13;213521,84;240524,22;11027,66;19816231,02;9567;1595
1506401;Santa Cruz do Arari;PA;NO;0;1;0;53,21;67,96;60,24;31,44;58,6;68,18;86,18;58,88;52,48;58,88;64,45;65,14;16,57;17,64;75,31;16,23;37430,06;1680,27;8709,07;46908,98;94728,37;96042,73;9150,41;4327900,95;5881;156
1506500;Santa Izabel do Pará;PA;NO;0;1;0;54,68;64,61;60,51;38,92;69,23;69,63;75,89;43,7;57,7;61,49;61,95;60,92;25,89;32,1;80,23;17,47;117822,25;69326,07;328967,29;298225,57;814341,19;935129,08;12835,31;172231160,9;15758;8962
1506559;Santa Luzia do Pará;PA;NO;0;1;0;47,78;58,37;50,84;34,14;72,02;23,48;76,1;61,86;55,83;44,2;55,78;47,55;33,01;23,52;62,19;17,82;41040,01;5778,26;39843,1;100950,04;187611,4;196168,1;9888;9289934,55;14398;345
1506583;Santa Maria das Barreiras;PA;NO;0;1;0;45,83;56,42;39,08;42;77,31;23,91;72,35;52,09;43,45;30,57;63,66;18,66;27,59;29,18;89,04;22,18;337615,54;442885,69;147369,07;104679,8;1032550,09;1072244,49;48203,76;22125456,23;5136;3290
1506609;Santa Maria do Pará;PA;NO;0;1;0;53,37;62,13;57,15;40,85;57,92;55,97;76,58;58,04;51,59;62,71;59,34;54,96;32;31,18;84,66;15,54;105234,83;27652,62;106131,31;103358,32;342377,08;371642,16;14790,55;21925325,83;9241;3340
1506708;Santana do Araguaia;PA;NO;0;1;0;44,89;52,15;47,69;34,83;69,93;21,64;83,22;33,8;36,67;53,64;58,99;41,47;24,65;20,04;67,49;27,15;379315,47;141652,94;390630,24;292124,83;1203723,48;1381971,63;18185,03;63338925,2;17157;1964
1506807;Santarém;PA;NO;0;1;0;57,24;67,14;65,59;38,99;69,29;55,36;80,27;63,65;70,03;62,37;63,76;66,19;28,36;47,47;54,36;25,77;442113,31;563907,41;3180360,17;1337183,6;5523564,5;6390528,31;20725,66;745058868,8;120135;43879
1506906;Santarém Novo;PA;NO;0;1;0;56,32;66,8;56,9;45,25;77,02;56,14;70,17;63,89;59,21;50,44;60,99;56,98;31,71;36,09;85,91;27,31;11704,76;1987,22;8038,07;36857,26;58587,31;60065,43;8838,35;1256209,07;5744;253
1507003;Santo Antônio do Tauá;PA;NO;0;1;0;52,24;59,38;56,72;40,62;48,86;65,24;75,25;48,16;57,2;53,63;56,95;59,1;28,26;28,7;80,81;24,69;160572,47;55000,9;75802,16;147390,67;438766,19;475569,11;14702,56;31462889,7;15812;1847
1507102;São Caetano de Odivelas;PA;NO;0;1;0;50,88;61,13;54,4;37,1;75,99;47,04;73,3;48,18;48,94;53,13;55,37;60,18;37,98;25,42;62,2;22,8;58502,66;5439,63;28955,35;84953,93;177851,57;183191,18;10061,58;14684187,93;8928;1624
1507151;São Domingos do Araguaia;PA;NO;0;1;0;51,65;62,4;52,98;39,58;70,04;57,77;87,94;33,87;52,07;55,73;53,89;50,25;18,63;25,73;83,77;30,18;107269,48;13817,45;90943,87;124505,41;336536,21;359021,28;13837,78;17570197,2;11780;805
1507201;São Domingos do Capim;PA;NO;0;1;0;46,04;55,31;50,75;32,05;66,55;54,28;47,36;53,05;45,1;39,06;64,28;54,56;24,96;26,83;55,58;20,82;204220,65;14424,23;50738,34;159399,16;428782,39;438410,28;13579,38;23061030,94;21884;1077
1507300;São Félix do Xingu;PA;NO;0;1;1;46,1;52,68;41,33;44,3;73,57;15,9;70,57;50,68;38,88;46,31;62,47;17,65;37,58;27,72;89,5;22,42;879583,56;186707,78;327949,31;494498;1888738,64;2009122,07;14802,13;58463448,64;28201;6109
1507409;São Francisco do Pará;PA;NO;0;1;0;49,53;53,55;55,36;39,69;70,17;53,1;71;19,93;45,04;59,64;60,99;55,76;25,55;25,22;81,24;26,76;108779,01;11983,53;52649,61;76108,32;249520,47;264373,94;16546,12;3845976,28;8435;1042
1507458;São Geraldo do Araguaia;PA;NO;0;1;0;48,16;60,36;51,46;32,67;62,48;52,94;82,18;43,84;65,67;41,54;56,07;42,55;22,38;26,69;57,55;24,08;175716,08;155056,88;146086,1;130310,54;607169,6;710684,37;28929,59;25279029,02;10689;2072
1507466;São João da Ponta;PA;NO;0;1;0;55,42;68,43;55,86;41,96;66,45;78,15;69,43;59,7;54,52;52,86;62,78;53,29;28,04;38,23;78,95;22,61;16515,5;1730,95;6168,92;31347,4;55762,78;57407,08;9120,92;3998033,62;4155;162
1507474;São João de Pirabas;PA;NO;0;1;0;53,18;61,8;54,15;43,59;64,92;63,41;64,41;54,48;48,57;57,1;51,47;59,47;42,87;21,35;77,36;32,77;31753,39;6669,5;33056,89;103200,46;174680,24;182167,69;7771,66;5064305,85;12471;1068
1507508;São João do Araguaia;PA;NO;0;1;0;46,5;53,63;48,64;37,22;64,13;28,92;69,81;51,67;45,37;42,9;61,02;45,26;32,67;22,88;80,84;12,48;70257,62;10509,58;24534,61;72532,86;177834,66;186890,29;13249,93;2513393,36;8132;1275
1507607;São Miguel do Guamá;PA;NO;0;1;0;52,98;61,23;54,8;42,91;65,78;43,37;72,75;63,01;55,49;54,25;56,5;52,96;39,46;26,11;79,69;26,4;248068,91;47210,29;173874,98;272702,47;741856,65;793138,62;13160,19;52949826,65;23356;6191
1507706;São Sebastião da Boa Vista;PA;NO;0;1;0;51,59;62,86;57,13;34,78;76,52;40,8;74,03;60,08;57,53;40,94;62,84;67,22;19,82;20,81;79,47;19,03;66735,7;5524,01;32726,82;133453,08;238439,61;245027,55;8974,71;9901881,1;23535;563
1507755;Sapucaia;PA;NO;0;1;0;51,86;63,58;50,97;41,02;60,87;57,81;84,79;50,85;40,49;56,75;55,86;50,8;29,38;24,63;74,18;35,89;56540,62;6982,93;27635,16;39791,93;130950,64;141176,27;23189,27;6097343,4;2104;421
1507805;Senador José Porfírio;PA;NO;0;1;0;45,33;55,21;46,63;34,16;51,66;55,22;67,5;46,46;44,48;39,79;71,33;30,93;26,26;17,46;78,06;14,86;105172,95;9725,6;45597,04;76740,16;237235,76;246281,32;21785,17;12872021,85;13838;839
1507904;Soure;PA;NO;0;1;0;59,37;67,24;61,54;49,32;51,31;75,5;77,67;64,47;56,17;62,43;58,04;69,52;47,8;41,31;91,51;16,69;53587,83;7360,23;55139,02;114698,95;230786,04;241802,98;9389,68;10363976,16;13255;1149
1507953;Tailândia;PA;NO;0;1;0;47,22;53,97;54,82;32,87;76,12;36,5;77,06;26,21;47,22;62,79;52,41;56,85;39,09;29,98;34,91;27,5;154773,95;178261,04;366231,58;422124,41;1121390,98;1291722,48;11579,35;133979318,1;31335;9043
1507961;Terra Alta;PA;NO;0;1;0;50,45;60,62;54,85;35,88;71,87;59,7;70,62;40,32;49,75;55,98;57,43;56,22;21,68;26,73;76,54;18,59;8621,48;2698,75;14744,04;54590,59;80654,85;83046,1;6937,27;3149358,34;8407;404
1507979;Terra Santa;PA;NO;0;1;1;55,14;73,01;59,1;33,3;72,17;78,91;84,11;56,87;64,33;57,99;57,42;56,67;23,43;35,2;45,3;29,28;25487,82;303399,46;76049,11;101404,32;506340,71;519541,12;27253,9;14068123,68;10271;1411
1508001;Tomé-Açu;PA;NO;0;1;0;51,86;62,8;57,53;35,26;63,61;66,35;76,94;44,32;56,01;58,49;65,66;49,98;20,18;34,86;63,26;22,72;224586,67;109070,71;265619,89;335741,93;935019,2;1040635,19;16107,91;89295576,24;31552;7418
1508035;Tracuateua;PA;NO;0;1;0;49,71;50,8;53,29;45,03;57,27;27,17;56,04;62,7;51,79;44,68;57,63;59,08;30,75;48,93;81,14;19,31;82239,58;18505,33;35324,76;142321,81;278391,49;285330,17;9044,03;20100176,86;21432;745
1508050;Trairão;PA;NO;0;1;0;38,69;49,68;36,18;30,19;69,56;28,32;65,5;35,33;38,29;28,5;48,97;28,97;24,56;25,33;48,91;21,97;96834,57;12840,52;100087,78;85923,19;295686,05;327522,83;16931,49;18357865,53;8497;1064
1508084;Tucumã;PA;NO;0;1;1;52,58;59,31;58,27;40,17;58,65;71,53;89,51;17,56;58,8;65,48;64,65;44,16;29,35;35,69;67,68;27,93;177158,36;129980,21;355211,88;177257,06;839607,51;984423,17;24210,5;49428030,85;2792;7016
1508100;Tucuruí;PA;NO;0;1;0;55,6;70,6;60,65;35,54;73,46;87,52;82,3;39,12;61,31;62,61;58,71;59,97;43,11;33,11;32,08;33,86;73736,99;4178635,94;617834,16;590786,72;5460993,81;5614501,33;48149,75;99208039,78;30326;11342
1508126;Ulianópolis;PA;NO;0;1;0;52,67;65,59;54,72;37,7;74,38;73,22;66,27;48,47;63,46;51,71;55,47;48,25;30,15;27,32;75,23;18,12;1376072,24;142737,5;181270,54;240506,19;1940586,47;1995884,06;32043,86;54784694,59;13177;1384
1508159;Uruará;PA;NO;0;1;0;41,26;45,16;49,1;29,51;67,02;27,16;62,74;23,74;56,9;49,38;56;34,12;24,42;23,96;44,35;25,32;281379,79;35214;191359,34;214880,71;722833,84;774530,03;17062,01;54309990,95;21869;4128
1508209;Vigia;PA;NO;0;1;0;50,51;57,44;59,42;34,66;66,65;37,39;79,5;46,2;61,64;58,25;61,86;55,94;13,27;31,99;77,68;15,7;97151,3;15396,08;127922,7;205754,68;446224,76;476786,63;8724,37;33195257,77;29643;2907
1508308;Viseu;PA;NO;0;1;0;47,98;51,38;52,57;39,99;67,62;28,97;59,79;49,13;45,82;45,14;67,76;51,56;37,76;22,04;81,72;18,46;225758,65;19899,6;79244,03;276871,92;601774,2;618568,48;9961,97;16266555,13;40360;1564
1508357;Vitória do Xingu;PA;NO;0;1;1;47,76;61,84;49,85;31,59;67,62;48,28;77,34;54,12;58,87;49,25;51,44;39,85;37,92;24,26;43,38;20,81;107917,78;3865939,89;84357,13;140534,62;4198749,43;4230777,51;274351,7;10593600,12;7442;1203
1508407;Xinguara;PA;NO;0;1;0;50,85;61,63;57,88;33,06;68,64;40,24;91,75;45,87;59,1;64,13;60,19;48,11;27,52;29,93;50,39;24,39;184086,3;316878,85;560861,01;243231,05;1305057,21;1605020,18;35340,41;104306377,2;14001;3696
1600055;Serra do Navio;AP;NO;0;1;0;55,04;66,45;55,23;43,45;75,38;44,8;74,82;70,79;53,86;51,15;57,93;57,99;31,48;32,91;87,9;21,5;3926,1;4404,31;15665,91;64945,06;88941,38;92154,88;16524,09;1355113,27;3104;184
1600105;Amapá;AP;NO;0;1;0;51,01;59,42;55;38,6;76,14;25,01;76,14;60,41;64,51;38,41;57,15;59,95;35;30,38;65,76;23,26;28583,1;4595,87;26865,83;95519,12;155563,92;159543,27;17220;3351963,66;6190;83
1600154;Pedra Branca do Amapari;AP;NO;0;1;0;49,23;59,13;55,8;32,75;78,22;23,58;68,5;66,23;57,49;47,76;61,01;56,93;35,2;25,02;43,46;27,3;7110,51;142197,33;55795,2;192869,75;397972,77;453324,13;25720,52;5896467,78;9198;210
1600204;Calçoene;AP;NO;0;1;0;46,15;49,1;50,29;39,07;69,18;20,05;82,43;24,75;55,29;46,17;51,52;48,19;47,89;24,9;60,81;22,67;16007,33;9920,29;37939,47;112702,5;176569,59;184495,7;16052,88;3522782,42;5783;820
1600212;Cutias;AP;NO;0;1;0;53,28;67,33;54,12;38,39;87,39;51,8;74,73;55,4;56,57;47,09;61,36;51,47;33,68;28,84;64,74;26,29;22728,85;1930,18;8334,79;60094,13;93087,94;94625,12;15220,38;1380435,73;3652;281
1600238;Ferreira Gomes;AP;NO;0;1;0;55,12;65,58;59,82;39,95;75,61;34,03;82,74;69,94;58,43;52,54;68,48;59,85;33,68;37,94;73,47;14,72;3229,02;439548,7;28037,38;101372,13;572187,23;578381,48;70958,35;9185426,15;3141;841
1600253;Itaubal;AP;NO;0;1;0;52,26;61,27;53,68;41,82;78,99;37,2;64,45;64,44;50,7;45,02;62,71;56,3;42,28;27,04;61,17;36,77;11715,57;2496,1;9179,29;62291,55;85682,52;87890,92;15338,73;558440,44;5729;104
1600279;Laranjal do Jari;AP;NO;0;1;1;52,23;59,11;59,9;37,68;65,48;48,98;80,48;41,51;56,05;63,53;52,94;67,07;44,85;34,51;44,58;26,78;13271,42;366774,66;196686,28;525162,1;1101894,45;1134587,12;21693;16119592,94;24060;1687
1600303;Macapá;AP;NO;1;1;0;58,03;58,12;64,78;51,18;67,21;41,54;77,55;46,17;63,7;73,44;55,76;66,23;39,57;51,02;45,09;69,02;71439,51;1068726,93;5643417,88;4962711,13;11746295,45;12938060,02;24768,62;1733811315;149160;42469
1600402;Mazagão;AP;NO;0;1;0;51,73;57,09;56,64;41,46;77,49;18,94;68,67;63,27;58,9;47,28;66,25;54,11;39,24;20,93;80,15;25,54;27650,66;35177,53;58143,8;235749,43;356721,41;377734,4;16812,11;4535039,57;17597;1442
1600501;Oiapoque;AP;NO;0;1;0;42,46;48,91;49,73;28,74;63,32;19,81;67,87;44,62;53,42;46,62;53,86;45;35,92;33,97;26,29;18,76;18065,06;27980,39;150929,31;299264,78;496239,54;528918,8;18536,44;17328805,78;9781;5586
1600535;Porto Grande;AP;NO;0;1;0;47,46;49,89;56,44;36,07;64,7;14,44;68,94;51,46;57,92;54,12;59,8;53,92;30,36;42,16;45,48;26,27;33768,32;21172,66;68879,47;234815,77;358636,22;373966,17;16311,17;11034060,97;11050;689
